ID_GAME;GAME;ID_PLATFORM;YEAR_RELEASE;GENRE;ID_PUBLISHER;PUBLISHER;NA_SALES;EU_SALES;JP_SALES;OTHER_SALES;GLOBAL_SALES;CRITIC_SCORE;CRITIC_COUNT;USER_SCORE;USER_COUNT;ID_DEVELOPER;DEVELOPER;RATING
fuzionfrenzy;Fuzion Frenzy;XB;01/01/2001;Misc;microsoftgamestudios;Microsoft Game Studios;930000;240000;0;40000;1210000;70;28;6.9;16;blitzgames;Blitz Games;E
callofdutyfinesthour;Call of Duty: Finest Hour;XB;01/01/2004;Shooter;activision;Activision;780000;400000;0;40000;1210000;73;55;7.8;22;sparkunlimited;Spark Unlimited;T
finalfantasyiv;Final Fantasy IV;DS;01/01/2007;Simulation;squareenix;Square Enix;510000;40000;620000;50000;1210000;85;52;7.7;164;matrixsoftware;Matrix Software;E10+
starwarsbattlefrontii;Star Wars: Battlefront II;PSP;01/01/2005;Shooter;lucasarts;LucasArts;1050000;50000;10000;100000;1210000;69;22;8.5;111;savageentertainment;Savage Entertainment;T
superstreetfighteriv3dedition;Super Street Fighter IV: 3D Edition;3DS;01/01/2011;Fighting;capcom;Capcom;550000;440000;140000;90000;1210000;85;69;8.1;206;capcom;Capcom;T
slycooperandthethieviusraccoonus;Sly Cooper and the Thievius Raccoonus;PS2;01/01/2002;Platform;sonycomputerentertainment;Sony Computer Entertainment;1030000;140000;0;40000;1210000;86;41;8.6;184;suckerpunch;Sucker Punch;E
wwe2k16;WWE 2K16;PS4;01/01/2015;Sports;taketwointeractive;Take-Two Interactive;410000;600000;0;200000;1210000;73;47;7.4;237;yukes;Yuke's;T
starwarsepisode1jedipowerbattles;Star Wars Episode 1: Jedi Power Battles;PS;01/01/1999;Action;lucasarts;LucasArts;660000;480000;10000;60000;1210000;;;;;;;
dinocrisis2;Dino Crisis 2;PS;01/01/2000;Action;virgininteractive;Virgin Interactive;340000;490000;280000;100000;1210000;86;13;9;91;capcom;Capcom;M
themagicalqueststarringmickeymouse;The Magical Quest starring Mickey Mouse;SNES;01/01/1992;Platform;capcom;Capcom;660000;170000;350000;30000;1210000;;;;;;;
dragonquestivmichibikareshimonotachi;Dragon Quest IV: Michibikareshi Monotachi;PS;01/01/2001;Role-Playing;enixcorporation;Enix Corporation;0;0;1200000;10000;1210000;;;;;;;
needforspeedunderground;Need for Speed Underground;GC;01/01/2003;Racing;electronicarts;Electronic Arts;690000;480000;10000;30000;1210000;83;24;9;45;electronicarts;Electronic Arts;E
narutoshippudenultimateninjastorm2;Naruto Shippuden: Ultimate Ninja Storm 2;PS3;01/01/2010;Fighting;namcobandaigames;Namco Bandai Games;420000;460000;150000;180000;1210000;76;34;8.3;130;cyberconnect2;CyberConnect2;T
medalofhonorairborne;Medal of Honor: Airborne;PS3;01/01/2007;Shooter;electronicarts;Electronic Arts;250000;690000;30000;250000;1210000;75;16;7.6;39;electronicarts;Electronic Arts;T
battlefieldhardline;Battlefield: Hardline;XOne;01/01/2015;Shooter;electronicarts;Electronic Arts;720000;370000;10000;110000;1210000;71;27;5.1;299;visceralgames;Visceral Games;M
shrekshrek22in1gameboyadvancevideo;Shrek / Shrek 2 2-in-1 Gameboy Advance Video;GBA;01/01/2007;Misc;na;N/A;870000;320000;0;20000;1210000;;;;;;;
bayonetta;Bayonetta;PS3;01/01/2009;Action;sega;Sega;440000;390000;210000;160000;1210000;87;54;7.7;355;nexentertainment;Nex Entertainment;M
testdrive4;Test Drive 4;PS;01/01/1997;Racing;electronicarts;Electronic Arts;670000;460000;0;80000;1210000;;;;;;;
boomblox;Boom Blox;Wii;01/01/2008;Puzzle;electronicarts;Electronic Arts;710000;380000;0;120000;1210000;85;61;8.6;105;eala;EA LA;E
worldsoccerwinningeleven9jpotherssales;World Soccer Winning Eleven 9 (JP & Others sales);PSP;01/01/2005;Sports;konamidigitalentertainment;Konami Digital Entertainment;10000;880000;310000;0;1200000;;;;;;;
thelordoftheringsthefellowshipofthering;The Lord of the Rings: The Fellowship of the Ring;PS2;01/01/2002;Action;blacklabelgames;Black Label Games;590000;460000;0;150000;1200000;59;19;5.1;20;surrealsoftware;Surreal Software;T
thesims2castaway;The Sims 2: Castaway;Wii;01/01/2007;Simulation;electronicarts;Electronic Arts;440000;630000;0;140000;1200000;73;19;8.2;10;maxis;Maxis;T
fifasoccer07;FIFA Soccer 07;PSP;01/01/2006;Sports;electronicarts;Electronic Arts;250000;640000;0;310000;1200000;;;;;;;
atvoffroadfury3;ATV Offroad Fury 3;PS2;01/01/2004;Racing;southpeakgames;SouthPeak Games;1000000;40000;0;160000;1200000;78;37;8.4;16;climaxgroup;Climax Group;E
f12011;F1 2011;PS3;01/01/2011;Racing;codemasters;Codemasters;120000;740000;110000;240000;1200000;82;36;7.1;55;codemasters;Codemasters;E
farmingsimulator2015;Farming Simulator 2015;PC;01/01/2014;Simulation;focushomeinteractive;Focus Home Interactive;80000;1040000;0;70000;1200000;;;;;;;
pikmin2;Pikmin 2;GC;01/01/2004;Strategy;nintendo;Nintendo;480000;130000;560000;30000;1200000;90;54;9.1;137;nintendo;Nintendo;E
nfl2k;NFL 2K;DC;01/01/1999;Sports;sega;Sega;1120000;50000;0;20000;1200000;;;;;;;
solarstriker;SolarStriker;GB;01/01/1989;Shooter;nintendo;Nintendo;400000;390000;360000;40000;1200000;;;;;;;
twinbee;TwinBee;NES;01/01/1986;Shooter;konamidigitalentertainment;Konami Digital Entertainment;0;0;1200000;0;1200000;;;;;;;
ganbaregoemonkarakuridouchuu;Ganbare Goemon! Karakuri Douchuu;NES;01/01/1986;Platform;konamidigitalentertainment;Konami Digital Entertainment;0;0;1200000;0;1200000;;;;;;;
dragonballzlalegendesaien;Dragon Ball Z: La Legende Saien;SNES;01/01/1993;Fighting;namcobandaigames;Namco Bandai Games;0;0;1200000;0;1200000;;;;;;;
enterthematrix;Enter the Matrix;XB;01/01/2003;Action;atari;Atari;720000;430000;10000;40000;1200000;65;33;7.1;75;shinyentertainment;Shiny Entertainment;T
cars;Cars;PSP;01/01/2006;Racing;thq;THQ;720000;280000;0;200000;1200000;70;17;7;4;locomotivegames;Locomotive Games;E
nhl2002;NHL 2002;PS2;01/01/2001;Sports;electronicarts;Electronic Arts;590000;460000;0;150000;1200000;92;22;8.5;26;easports;EA Sports;E
fifasoccer11;FIFA Soccer 11;PSP;01/01/2010;Sports;electronicarts;Electronic Arts;130000;690000;10000;360000;1200000;68;6;5.4;9;easports;EA Sports;E
nuclearstrike;Nuclear Strike;PS;01/01/1997;Simulation;electronicarts;Electronic Arts;660000;450000;0;80000;1190000;;;;;;;
thesimpsonsroadrage;The Simpsons: Road Rage;GBA;01/01/2003;Racing;thq;THQ;860000;320000;0;20000;1190000;55;14;6.8;9;altron;Altron;E
legobatman2dcsuperheroes;LEGO Batman 2: DC Super Heroes;PS3;01/01/2012;Action;warnerbrosinteractiveentertainment;Warner Bros. Interactive Entertainment;500000;500000;0;190000;1190000;81;28;7.5;81;travellerstales;Traveller's Tales;E10+
captaintoadtreasuretracker;Captain Toad: Treasure Tracker;WiiU;01/01/2014;Puzzle;nintendo;Nintendo;530000;380000;190000;90000;1190000;81;78;8.6;377;nintendoeadtokyo;Nintendo EAD Tokyo;E
spongebobsquarepantsrevengeoftheflyingdutchman;SpongeBob SquarePants: Revenge of the Flying Dutchman;GBA;01/01/2002;Platform;thq;THQ;920000;230000;0;40000;1190000;71;4;7.7;7;vicariousvisions;Vicarious Visions;E
proevolutionsoccer2008;Pro Evolution Soccer 2008;Wii;01/01/2008;Sports;konamidigitalentertainment;Konami Digital Entertainment;90000;840000;110000;150000;1190000;83;19;8.4;43;konami;Konami;E
destinythetakenking;Destiny: The Taken King;XOne;01/01/2015;Shooter;activision;Activision;850000;230000;0;120000;1190000;89;11;5.2;393;bungiesoftwarebungie;Bungie Software, Bungie;T
scarfacetheworldisyours;Scarface: The World is Yours;PS2;01/01/2006;Action;vivendigames;Vivendi Games;990000;40000;0;160000;1190000;75;46;8.6;113;radicalentertainment;Radical Entertainment;M
disneyschipndalerescuerangers;Disney's Chip 'n Dale: Rescue Rangers;NES;01/01/1990;Platform;capcom;Capcom;680000;140000;350000;20000;1190000;;;;;;;
kobebryantinnbacourtside;Kobe Bryant in NBA Courtside;N64;01/01/1998;Sports;nintendo;Nintendo;1020000;130000;40000;10000;1190000;;;;;;;
thedukesofhazzardracingforhome;The Dukes of Hazzard: Racing for Home;PS;01/01/1999;Racing;ubisoft;Ubisoft;990000;160000;0;40000;1190000;;;;;;;
hitman2silentassassin;Hitman 2: Silent Assassin;XB;;Action;eidosinteractive;Eidos Interactive;760000;380000;0;50000;1190000;84;23;8;19;iointeractive;Io Interactive;M
disneysingit;Disney Sing It;Wii;01/01/2008;Misc;disneyinteractivestudios;Disney Interactive Studios;770000;310000;0;110000;1190000;;;;;zoemode;Zoe Mode;E
wwesmackdownvsraw2008;WWE SmackDown vs Raw 2008;PSP;01/01/2007;Fighting;thq;THQ;450000;470000;0;280000;1190000;68;11;7.8;15;yukes;Yuke's;T
spidermanthemovie;Spider-Man: The Movie;GC;01/01/2002;Action;activision;Activision;860000;270000;10000;40000;1190000;76;14;7.3;11;treyarch;Treyarch;E
finalfantasyiiidawnofsouls;Final Fantasy I & II: Dawn of Souls;GBA;01/01/2004;Role-Playing;nintendo;Nintendo;640000;240000;290000;20000;1190000;;;;;;;
mariovsdonkeykong2marchoftheminis;Mario vs. Donkey Kong 2: March of the Minis;DS;01/01/2006;Puzzle;nintendo;Nintendo;730000;30000;360000;70000;1190000;76;32;7.9;17;nintendonintendosoftwaretechnology;Nintendo, Nintendo Software Technology;E
metalgearsolidportableops;Metal Gear Solid: Portable Ops;PSP;01/01/2006;Action;konamidigitalentertainment;Konami Digital Entertainment;380000;350000;380000;80000;1180000;87;54;8.2;147;kojimaproductions;Kojima Productions;M
metalgearsolidvrmissions;Metal Gear Solid VR Missions;PS;01/01/1999;Adventure;konamidigitalentertainment;Konami Digital Entertainment;660000;450000;0;80000;1180000;;;;;;;
legoindianajones2theadventurecontinues;LEGO Indiana Jones 2: The Adventure Continues;DS;01/01/2009;Action;activision;Activision;650000;420000;0;110000;1180000;59;4;;;ttfusion;TT Fusion;E
mariosonicatthelondon2012olympicgames;Mario & Sonic at the London 2012 Olympic Games;3DS;01/01/2012;Sports;sega;Sega;180000;640000;270000;90000;1180000;;;;;;;
poleposition;Pole Position;2600;01/01/1982;Racing;atari;Atari;1100000;70000;0;10000;1180000;;;;;;;
injusticegodsamongus;Injustice: Gods Among Us;PS3;01/01/2013;Fighting;warnerbrosinteractiveentertainment;Warner Bros. Interactive Entertainment;480000;500000;10000;200000;1180000;78;37;7.9;282;netherrealmstudios;NetherRealm Studios;T
mariotennis;Mario Tennis;GB;01/01/2000;Sports;nintendo;Nintendo;500000;180000;440000;60000;1180000;;;;;;;
shenmue;Shenmue;DC;01/01/1999;Adventure;sega;Sega;520000;240000;380000;40000;1180000;88;9;9.4;201;segaam2;Sega AM2;T
proyakyuufamilystadium88;Pro Yakyuu Family Stadium '88;NES;01/01/1988;Sports;namcobandaigames;Namco Bandai Games;100000;0;1080000;0;1180000;;;;;;;
justdance4;Just Dance 4;X360;01/01/2012;Misc;ubisoft;Ubisoft;900000;190000;0;90000;1180000;77;23;7.7;36;ubisoft;Ubisoft;E10+
tonyhawksproskater2;Tony Hawk's Pro Skater 2;GBA;01/01/2001;Sports;activision;Activision;850000;310000;0;20000;1180000;95;16;7.5;22;vicariousvisions;Vicarious Visions;E
onepiecepiratewarriors;One Piece: Pirate Warriors;PS3;01/01/2012;Action;namcobandaigames;Namco Bandai Games;10000;230000;860000;80000;1180000;64;33;6.5;55;omegaforcetecmokoeigames;Omega Force, Tecmo Koei Games;T
superghoulsnghosts;Super Ghouls 'n Ghosts;SNES;01/01/1991;Platform;capcom;Capcom;500000;140000;520000;20000;1180000;;;;;;;
sovietstrike;Soviet Strike;PS;01/01/1996;Simulation;electronicarts;Electronic Arts;650000;440000;0;80000;1170000;;;;;;;
gun;Gun;PS2;01/01/2005;Shooter;activision;Activision;980000;40000;0;160000;1170000;77;43;8.7;70;neversoftentertainment;Neversoft Entertainment;M
tythetasmaniantiger;Ty the Tasmanian Tiger;PS2;01/01/2002;Platform;electronicarts;Electronic Arts;570000;450000;0;150000;1170000;70;14;8.8;60;kromestudios;Krome Studios;E
residenteviloperationraccooncity;Resident Evil: Operation Raccoon City;PS3;01/01/2012;Action;capcom;Capcom;480000;240000;360000;100000;1170000;52;36;4.9;222;slantsix;Slant Six;M
megaman3;Mega Man 3;NES;01/01/1990;Platform;capcom;Capcom;680000;100000;390000;0;1170000;;;;;;;
legoindianajonestheoriginaladventures;LEGO Indiana Jones: The Original Adventures;PSP;01/01/2008;Action;lucasarts;LucasArts;400000;480000;0;290000;1170000;76;8;7.6;11;travellerstales;Traveller's Tales;E10+
pokparkwiipikachusadventure;PokéPark Wii: Pikachu's Adventure;Wii;01/01/2009;Adventure;nintendo;Nintendo;530000;160000;420000;60000;1170000;62;22;7.2;36;creaturesinc;Creatures Inc.;E
wwe12;WWE '12;PS3;01/01/2011;Fighting;thq;THQ;530000;450000;20000;170000;1170000;72;28;6.9;80;yukes;Yuke's;T
madmax2015;Mad Max (2015);PS4;01/01/2015;Action;warnerbrosinteractiveentertainment;Warner Bros. Interactive Entertainment;360000;590000;40000;180000;1170000;;;;;;;
romancingsaga2;Romancing SaGa 2;SNES;01/01/1993;Role-Playing;squaresoft;SquareSoft;0;0;1170000;0;1170000;;;;;;;
missionimpossible;Mission: Impossible;N64;01/01/1997;Action;ocean;Ocean;740000;380000;20000;30000;1170000;;;;;;;
cabelasdangeroushunts;Cabela's Dangerous Hunts;PS2;01/01/2003;Sports;zoodigitalpublishing;Zoo Digital Publishing;570000;450000;0;150000;1170000;57;4;8.4;37;sandgrainstudios;Sand Grain Studios;T
grandtheftautov;Grand Theft Auto V;PC;01/01/2015;Action;taketwointeractive;Take-Two Interactive;390000;690000;0;90000;1170000;96;57;7.9;3756;rockstarnorth;Rockstar North;M
falloutnewvegas;Fallout: New Vegas;PC;01/01/2010;Role-Playing;bethesdasoftworks;Bethesda Softworks;590000;450000;0;140000;1170000;84;39;8.6;2754;obsidianentertainment;Obsidian Entertainment;M
coolboarders4;Cool Boarders 4;PS;01/01/1998;Sports;989studios;989 Studios;650000;440000;0;80000;1170000;;;;;;;
wwesmackdownvsraw2010;WWE SmackDown vs. Raw 2010;PS3;01/01/2009;Fighting;thq;THQ;480000;480000;10000;200000;1170000;81;38;8.1;55;yukes;Yuke's;T
rageracer;Rage Racer;PS;01/01/1996;Racing;sonycomputerentertainment;Sony Computer Entertainment;160000;110000;830000;80000;1170000;;;;;;;
medalofhonorrisingsun;Medal of Honor: Rising Sun;XB;01/01/2003;Shooter;electronicarts;Electronic Arts;760000;360000;0;50000;1170000;65;23;5.8;28;eala;EA LA;T
armyoftwo;Army of Two;PS3;01/01/2008;Shooter;electronicarts;Electronic Arts;740000;260000;20000;150000;1170000;74;43;7.3;118;eamontreal;EA Montreal;M
spore;Spore;PC;01/01/2008;Strategy;electronicarts;Electronic Arts;30000;1060000;0;80000;1170000;84;75;5.3;1711;maxis;Maxis;E10+
destructionderby2;Destruction Derby 2;PS;01/01/1996;Racing;psygnosis;Psygnosis;650000;440000;0;80000;1170000;;;;;;;
mariovsdonkeykong;Mario vs. Donkey Kong;GBA;01/01/2004;Puzzle;nintendo;Nintendo;680000;250000;210000;20000;1170000;81;43;8;31;nintendo;Nintendo;E
legostarwarsiiitheclonewars;LEGO Star Wars III: The Clone Wars;PS3;01/01/2011;Action;lucasarts;LucasArts;520000;460000;0;190000;1160000;76;36;7.3;34;travellerstales;Traveller's Tales;E10+
midnightclub3dubeditionremix;Midnight Club 3: DUB Edition Remix;PS2;01/01/2006;Racing;taketwointeractive;Take-Two Interactive;970000;40000;0;160000;1160000;85;19;8.9;53;rockstarsandiego;Rockstar San Diego;E10+
tomclancysghostreconjunglestorm;Tom Clancy's Ghost Recon: Jungle Storm;PS2;01/01/2004;Shooter;ubisoft;Ubisoft;570000;440000;0;150000;1160000;70;31;6.3;24;redstormentertainment;Red Storm Entertainment;T
bushidoblade;Bushido Blade;PS;01/01/1997;Fighting;sonycomputerentertainment;Sony Computer Entertainment;390000;270000;430000;80000;1160000;83;13;7.9;16;lightweight;Light Weight;T
mirrorsedge;Mirror's Edge;X360;01/01/2008;Platform;electronicarts;Electronic Arts;510000;510000;10000;130000;1160000;79;82;7.6;328;eadice;EA DICE;T
sonicthehedgehog;Sonic the Hedgehog;PS3;01/01/2006;Platform;sega;Sega;410000;60000;40000;660000;1160000;43;17;4.1;176;sonicteam;Sonic Team;E10+
nascarthunder2002;NASCAR Thunder 2002;PS2;01/01/2001;Racing;electronicarts;Electronic Arts;570000;440000;0;150000;1160000;85;17;8.5;22;easports;EA Sports;E
yugiohthesacredcardsamericanandotherssales;Yu-Gi-Oh! The Sacred Cards (American and Others sales);GBA;01/01/2002;Role-Playing;konamidigitalentertainment;Konami Digital Entertainment;840000;270000;0;50000;1160000;;;;;;;
segarallychampionship;Sega Rally Championship;SAT;01/01/1995;Racing;sega;Sega;210000;160000;770000;20000;1160000;;;;;;;
jetforcegemini;Jet Force Gemini;N64;01/01/1999;Shooter;nintendo;Nintendo;780000;280000;70000;20000;1160000;;;;;;;
megamanx;Mega Man X;SNES;01/01/1993;Platform;capcom;Capcom;570000;80000;500000;10000;1160000;;;;;;;
testdriveoffroad;Test Drive: Off Road;PS;01/01/1997;Racing;eidosinteractive;Eidos Interactive;650000;440000;0;80000;1160000;;;;;;;
yourshapefitnessevolved2012;Your Shape: Fitness Evolved 2012;X360;01/01/2011;Sports;ubisoft;Ubisoft;700000;360000;0;100000;1160000;77;13;7.6;21;ubisoft;Ubisoft;E
fifa14;FIFA 14;XOne;01/01/2013;Sports;electronicarts;Electronic Arts;410000;660000;0;90000;1160000;88;22;5.8;328;eacanada;EA Canada;E
finalfantasytacticsthewarofthelions;Final Fantasy Tactics: The War of the Lions;PSP;01/01/2007;Role-Playing;squareenix;Square Enix;450000;240000;300000;160000;1160000;88;41;8;238;tose;TOSE;T
legostarwarsthevideogame;LEGO Star Wars: The Video Game;XB;01/01/2005;Action;eidosinteractive;Eidos Interactive;830000;280000;0;50000;1160000;;;;;;;
sniperghostwarrior;Sniper: Ghost Warrior;X360;01/01/2010;Shooter;cityinteractive;City Interactive;540000;500000;0;120000;1160000;45;39;5.8;89;cityinteractive;City Interactive;M
sonicrushadventure;Sonic Rush Adventure;DS;01/01/2007;Platform;sega;Sega;530000;480000;10000;120000;1150000;78;32;8.2;66;dimpscorporation;Dimps Corporation;E
worldwidesoccermanager2009;Worldwide Soccer Manager 2009;PC;01/01/2008;Simulation;sega;Sega;0;1140000;0;10000;1150000;83;29;8.1;30;sportsinteractive;Sports Interactive;E
gauntletdarklegacy;Gauntlet: Dark Legacy;PS2;01/01/2001;Action;midwaygames;Midway Games;560000;440000;0;150000;1150000;73;15;8.3;30;midway;Midway;T
medalofhonorheroes2;Medal of Honor Heroes 2;PSP;01/01/2007;Shooter;electronicarts;Electronic Arts;500000;390000;20000;250000;1150000;69;20;7.3;30;eala;EA LA;T
badboysmiamitakedown;Bad Boys: Miami Takedown;PS2;01/01/2004;Shooter;empireinteractive;Empire Interactive;560000;440000;0;150000;1150000;43;5;3.4;13;blitzgames;Blitz Games;M
wariolandshakeit;Wario Land: Shake It!;Wii;01/01/2008;Platform;nintendo;Nintendo;590000;310000;150000;100000;1150000;;;;;;;
footballmanager2013;Football Manager 2013;PC;01/01/2012;Sports;sega;Sega;0;950000;0;210000;1150000;86;37;6.7;228;sportsinteractive;Sports Interactive;
kaboom;Kaboom!;2600;01/01/1980;Misc;activision;Activision;1070000;70000;0;10000;1150000;;;;;;;
medalofhonorwarfighter;Medal of Honor: Warfighter;X360;01/01/2012;Action;electronicarts;Electronic Arts;590000;450000;10000;100000;1150000;53;43;5.4;437;dangerclose;Danger Close;M
qix;Qix;GB;01/01/1990;Puzzle;nintendo;Nintendo;510000;200000;410000;30000;1150000;;;;;;;
derbystallioniii;Derby Stallion III;SNES;01/01/1995;Sports;asciientertainment;ASCII Entertainment;0;0;1150000;0;1150000;;;;;;;
doraemon;Doraemon;NES;01/01/1986;Action;hudsonsoft;Hudson Soft;0;0;1150000;0;1150000;;;;;;;
highschoolmusical2workthisout;High School Musical 2: Work This Out!;DS;01/01/2008;Misc;disneyinteractivestudios;Disney Interactive Studios;500000;520000;0;130000;1150000;;;;;;;
fifasoccer10;FIFA Soccer 10;PSP;01/01/2009;Sports;electronicarts;Electronic Arts;150000;670000;10000;310000;1150000;83;9;7.9;14;easports;EA Sports;E
donkeykonga;Donkey Konga;GC;01/01/2003;Misc;nintendo;Nintendo;500000;160000;460000;30000;1150000;76;55;8.3;21;namco;Namco;E
callofduty4modernwarfare;Call of Duty 4: Modern Warfare;PC;01/01/2007;Shooter;activision;Activision;0;1120000;0;30000;1150000;92;40;8.5;2360;infinityward;Infinity Ward;M
dragonquestiii;Dragon Quest I & II;SNES;01/01/1993;Role-Playing;enixcorporation;Enix Corporation;0;0;1150000;0;1150000;;;;;;;
takandthepowerofjuju;Tak and the Power of Juju;PS2;01/01/2003;Platform;thq;THQ;560000;440000;0;150000;1150000;68;28;9;28;avalanchesoftware;Avalanche Software;E
wwe2k15;WWE 2K15;PS4;01/01/2014;Sports;taketwointeractive;Take-Two Interactive;390000;570000;0;190000;1150000;62;44;5.1;164;yukes;Yuke's;T
asteroids;Asteroids;PS;01/01/1998;Shooter;success;Success;640000;430000;0;70000;1150000;;;;;;;
puyopuyosunketteiban;Puyo Puyo Sun Ketteiban;PS;01/01/1997;Puzzle;compile;Compile;0;0;1070000;70000;1150000;;;;;;;
actionbass;Action Bass;PS;01/01/2000;Action;taketwointeractive;Take-Two Interactive;640000;430000;0;70000;1140000;51;8;;;vingtetunsystems;Vingt-et-un Systems;E
tenchuwrathofheaven;Tenchu: Wrath of Heaven;PS2;01/01/2003;Action;activision;Activision;440000;340000;250000;110000;1140000;79;33;8.4;38;k2llc;K2 LLC;M
shadowofthecolossus;Shadow of the Colossus;PS2;01/01/2005;Action;sonycomputerentertainment;Sony Computer Entertainment;780000;30000;200000;130000;1140000;91;77;9.1;933;scejapanstudio;SCE Japan Studio;T
bravefencermusashi;Brave Fencer Musashi;PS;01/01/1998;Role-Playing;squaresoft;SquareSoft;250000;170000;650000;70000;1140000;81;12;8.5;17;squaresoft;SquareSoft;E
ninjagaidensigma;Ninja Gaiden Sigma;PS3;01/01/2007;Action;eidosinteractive;Eidos Interactive;570000;320000;90000;160000;1140000;88;46;7.5;155;teamninja;Team Ninja;M
